epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.7313631772994995,0.819075345993042,0.5381059646606445,2e-06,0.5308716893196106,0.5916353464126587,1.2437046766281128
1,0.7161105871200562,0.8056507110595703,0.5761529803276062,2e-06,0.5405569076538086,0.5951038599014282,1.3626775741577148
2,0.6421353816986084,0.6822515726089478,1.2055344581604004,2e-06,0.5671913027763367,0.5769551396369934,5.591509819030762
3,0.6442326307296753,0.694998562335968,1.0379241704940796,2e-06,0.564769983291626,0.5781369209289551,4.454745292663574
4,0.6274546980857849,0.6792193651199341,0.8551068902015686,1e-06,0.5641646385192871,0.5796055793762207,4.0725274085998535
5,0.6381315588951111,0.6969788670539856,0.7856816649436951,1e-06,0.5641646385192871,0.600567102432251,3.142974853515625
6,0.667683482170105,0.7236593961715698,0.7216607928276062,1e-06,0.564769983291626,0.6065696477890015,2.7829630374908447
7,0.6667302250862122,0.7318900227546692,0.6765806674957275,1e-06,0.5659806132316589,0.6394932270050049,2.237844467163086
8,0.6680648326873779,0.7384178638458252,0.674433171749115,1e-06,0.564769983291626,0.6542016863822937,2.161900281906128
9,0.6760724782943726,0.7473065257072449,0.6533234119415283,1e-06,0.5641646385192871,0.663748025894165,1.8110671043395996
10,0.673403263092041,0.7559303641319275,0.6096219420433044,1e-06,0.5738498568534851,0.6399320363998413,1.2588162422180176
